BKGD_Leading_Jet_Mass_[GeV],BKGD_Subleading_Jet_Mass_[GeV]
120.37992805079463,41.467596956360424
153.38885503575713,174.9306290404671
75.3434382734165,92.59798249929426
126.87372354442725,51.58029993008992
536.1456299672484,104.03175530610905
108.8021207766101,108.82053505976103
113.3434751450904,312.91937107438247
101.05322282687337,536.2563983050106
274.1728160347844,243.10934621076092
96.52248499682844,122.49919392725826
166.0234238222242,185.57802888238285
481.0275424564419,482.7716008477879
100.23797627067938,688.1299917542026
68.65947052395651,95.53599458440272
21.330644928070633,115.47348473138673
60.14883209077531,99.23561764471867
70.84143952293948,147.22572953956663
192.9842786252241,137.800227293193
181.756012093422,124.8990728836287
233.46088195529347,110.63456210845662
216.4694234641126,283.8578665450871
376.1077061915172,85.1822199091625
77.23762126978777,206.1588745605117
228.97229002676573,544.4291423468702
305.27901825572,435.4882139557836
64.85902466642003,164.38822796825949
78.88000619024443,363.25264175921865
62.51981080853975,188.77475752523415
122.18392055322275,74.64756794079761
186.51040982317213,789.3337486872592
67.73892093745474,99.99695411245891
327.7314312089126,581.7658165875101
157.461707073233,95.97717635556185
178.14073290393435,41.225112069113564
237.8430431170814,595.3360593077799
157.97529028469077,100.13430229109505
158.26777359364067,126.14150847502323
307.1053492691521,100.50741358785389
207.10955212701958,237.54307449547989
496.7913611510377,193.70039578438892
283.5409817965921,117.53552398720802
350.0743651938581,124.89975767080544
104.03434977092441,220.8492293048235
56.99030745387143,147.05493299714695
267.99120641682833,286.6019100800484
89.30121366883087,74.64463364840752
178.38961699455285,249.5946617263694
204.49216915318172,312.28367303099594
219.75143021545048,241.5056394678341
177.0403003648608,359.853035280049
478.7482460086559,136.40083069314235
165.02759362804494,109.54965746468616
109.24230387663756,187.70877021512618
70.78815369201864,243.66374188491275
669.2847535912791,739.4594465273445
272.7085214007053,99.29379892493682
164.77232587349056,84.80054736931982
89.83276768166648,159.86951246868978
909.4200249655448,87.39615028590912
223.38969412401948,273.44085264493594
97.81957554225173,137.7620653638896
470.6426871757714,50.191199614890564
457.1679888759419,135.6690167234235
285.51028597875296,172.39132522538935
109.7565849804124,300.2564952597244
379.17710737092955,221.23019250568515
214.81190266881566,121.0627803554677
67.63163945229282,555.8913946469145
149.34785137085382,217.63205770708242
355.4889238091305,115.91735266002244
71.74193566431282,523.8296246935915
141.16726035525943,70.12928848428237
238.2841118909064,158.50874615924178
342.58462899948546,67.83118333513801
103.3765067634766,40.06154838487588
151.69444550424987,107.73472059049566
769.7717309151518,160.5863949166973
148.84910072183078,315.8093761945641
132.41490774001048,191.5766515961594
478.9458747892306,419.2349211698212
61.870698557550945,82.62711439439315
151.43092815597055,154.5971380088033
595.6676029779528,122.56786250506467
263.7449619388772,172.1919965938562
391.2118344470871,383.7215752878354
273.29918733053427,365.20293445263775
126.43065786585981,348.1363390894666
115.60039972029374,107.25082225044602
401.94973370648336,121.6912536800876
386.94062834019167,118.38726598923029
124.0908447387849,644.0584927336199
53.33341733275041,66.87112833798949
117.54816432008266,119.00079150505964
20.594361481264254,151.14421631479811
650.163877573774,91.43552868085958
263.0106508333727,137.64911590615122
622.616091498277,35.72044111317308
259.3134583009967,74.0650262401891
337.9680769856451,61.85950361629767
97.14475751839325,46.39524395074811
59.659320727289625,246.21827377673216
247.80327717486065,294.31422875583155
162.6175035780198,72.03895217864908
177.7074522071381,47.161837834268425
182.1369978407893,594.759676204035
129.9706545002311,119.69879688082234
420.6464142731664,522.720687357916
28.44357335943748,200.12560334689374
149.07978890747606,52.10894997039056
307.4001637574211,160.27338096979437
323.81628330187453,195.62504563236394
309.71167630304353,81.91574484248453
531.1454980140518,71.2008575719887
177.17110117417178,190.66980724205837
590.7302096469679,173.61401505155476
77.69852706162213,83.8445989972388
40.314202693518226,274.46187767327206
60.004504465688576,226.57586109480587
133.44665742822176,186.29623332609455
629.7998983944028,204.01699728663368
89.29094079362851,104.63551094382586
231.02298029093754,155.8913252712769
70.23301182794845,213.80985648216048
163.40642441152627,216.75155469164244
66.86947042060339,150.11208995081736
300.73373453866526,44.29806596483038
24.785096468991473,104.43653101196634
276.84829765343494,320.141100071381
320.23820437064165,189.2301540720357
39.39134427232724,149.88441348401568
731.9500544698351,144.7221575770102
298.4426702160613,385.596098066305
27.124290932646232,32.03400189653218
148.39440021149036,37.50277107879045
92.62543136000049,85.58689311518596
145.9000498600676,122.03911721211034
169.9715542693376,247.94185123406885
320.080088556767,156.18264629449465
83.82352122878098,126.51336661633611
142.9649017477179,115.76540198753153
101.93557091057845,212.09638093697066
104.7537647397394,389.49803336294366
211.20970461924904,345.4788847774324
104.98508411928685,40.270656353901245
199.79935700382887,165.23121004600233
182.81011346028637,54.20137264019649
194.1344574684733,99.75834572979086
671.3424588752903,228.43108267420118
484.35506005914215,155.55747727380168
119.24272024936103,115.65883100705861
249.20284794198972,108.68416964655329
268.35225804549356,193.59919565797293
471.7777061049007,588.441681441649
61.38087823773444,151.04353453630947
159.7601079333278,40.89801873157337
47.57218558489771,82.10581821026776
87.75762531732856,205.37163126343785
112.7781877974879,39.58079455916654
173.4678506679221,89.16459079855049
66.84040433635933,188.7211092811078
310.7246516891872,166.5853500875267
342.3483050431542,253.52539581734075
56.18538400487214,413.85676371111424
92.31447718870537,315.0753724850815
75.53801837550206,88.74393074108208
178.77103750430624,69.97610821948602
543.1761762472225,170.9176643423102
250.21548928200497,316.886959038145
246.09762281188756,266.1059452678975
60.580413695244,168.6863585900444
434.2019506457191,197.27371634325957
206.61321982028136,284.145169088041
271.4013573606841,314.7121754479185
132.2822342809486,165.54590781375947
336.42053290032317,114.91890292693267
278.2966905844012,39.08698041679735
345.7553752685426,65.65765918882431
86.88122883855547,359.9521080522879
48.227789093827234,227.45460331288254
94.4740953627735,166.74498927788488
43.87277893009974,123.3422065371848
82.386819027967,216.13451308999797
223.52956712291686,193.48137152899167
129.85830869797806,72.76723607103374
288.9186680907723,132.76908938485872
88.37326502530676,334.04705628444106
222.71343216425512,74.3368600402243
76.32081626727836,83.66414850078662
262.17861727417375,103.93335171192832
83.63903883848825,62.33774702281711
111.75336702539533,536.5651190908069
270.2670044792678,135.49622187980717
357.49042500711573,414.80083169775503
139.66182360259344,97.53008315629292
132.80678404724188,130.79428479061394
777.760578870569,179.5448059786933
94.98090752190278,208.34676475779233
79.09593273415709,85.79123406951788
84.5242363947662,91.13185887221269
128.08094683907075,410.00724445363574
183.72349140282688,249.99234693361598
154.0579932985194,143.27335754180362
189.1741001277975,223.8880231680124
219.98855726030936,34.80950157523877
419.8710236068534,344.57944774476914
335.1574065627175,145.5013184987902
243.18918984043535,684.9261383779108
339.6896159152308,179.84837145189562
196.83449769428722,202.17872188671612
125.00692153799166,243.97863709838026
361.7800258099844,118.61186723645851
129.99206513685107,357.84474512248994
521.5360129600915,392.6432698391055
332.69277653827913,244.89651849274773
229.4016322574098,265.30438951769435
459.8431642978757,192.58117281236306
344.9458082684341,26.021161090238383
235.71971555272472,481.5944649361486
106.29102968116331,88.94232544255311
48.7248239269358,99.57414397379502
188.08254727016427,180.02972476834725
222.47418692840458,63.003169455039135
189.56372386347732,98.44592031744894
202.78790675998644,448.8079996966376
93.81505969100402,178.45965592050013
506.6785884765899,98.44438931912559
137.1509089628452,122.36002698719294
72.6622415295138,171.7169334546337
160.68605707936663,641.4462622527017
144.847078718422,206.06591753994365
167.0008731061511,216.702852661805
88.29557413934666,137.99186862036603
292.3815557859034,65.23099567754763
131.403839478963,396.8685510088388
84.59699265048297,61.41810171164271
319.0183776083397,68.44182019149076
190.6345912304085,156.45054276165922
159.89479996877265,187.45665226226376
331.2983980499567,53.094922754544996
628.0803188913228,35.48374992040093
243.14106167976024,384.63482376898685
37.33416801349349,51.82326454051629
106.4351164628877,201.3761644145318
91.52496075232874,102.24912909349618
409.47730058490424,93.70634584710122
80.44675407853595,120.2628888651415
181.02973001486382,145.2242951471221
94.57879153525205,96.59090315058506
35.26848442017692,473.14583250025146
147.98328825282832,82.97520296369959
72.66871994385274,206.11883693927044
190.4654793421614,145.07773197234266
90.33747974145393,294.48689224633836
175.41004917351546,306.54850080338525
73.3158093910979,105.48327770407683
295.13839460864915,520.0070876969048
143.93726619156973,185.71055173697053
422.91612017113596,487.3860524668665
156.85096212443713,787.348289563771
232.28645532347093,319.74893587632334
136.51598190929474,90.51727277746882
253.23936188073895,178.90466534639472
247.60795985580734,95.7742799641069
96.54115501679868,27.138651057026372
191.28237079293083,53.88810507335524
323.87096216939466,111.69130584062026
140.56460989287532,536.8327190618686
355.88907101449377,203.81544057951393
87.97083549401313,120.24279956793112
132.68971908036542,552.7457422209366
140.26963966422386,67.78386915399673
453.08963645723287,326.3769635842669
131.02852220455418,89.36900452855726
152.09051885497658,303.7363172666826
163.2992819972435,128.33728079120004
195.45868241075834,150.5863541466604
123.01523905441569,379.33309410620063
265.64876447359967,249.70652415354903
173.75916651883938,222.25469072137145
132.64707992908401,68.25493877634088
48.06748247451608,95.91678694565434
150.1083774493471,173.3633605249256
64.59965053656515,65.02850367933011
291.72977124489927,779.6690918904288
186.02083272315375,307.23300216599694
158.07234956924137,200.92838737353526
111.51623676682055,174.7649087960925
412.1995815654157,317.9226419736353
45.60714124059016,409.2619629968217
111.48411772064807,460.4886187943192
116.92145309773038,73.176866974293
102.51262276178451,44.14657619760945
170.1219209566015,101.21333922733717
221.08239096676215,128.3556579474078
485.58283104946014,218.70034300201584
656.546962229102,132.84126710789243
59.32295515195755,115.68663205827829
136.94765877684176,368.2103737988027
101.46274175449007,134.0587329852264
334.7603862143019,969.4142997614093
50.839207100692256,188.10558513067494
264.70232844071904,95.38912261353414
198.83807235176988,138.26019018591737
411.32220441240133,230.15645704609966
269.3288242356309,72.3807051083647
136.3662299974505,84.2689994999299
181.50872783102437,331.0085663999439
836.3672744416515,632.1876838227705
97.05123890198176,59.229752913325086
285.2223736951855,136.026948792586
855.2747037097391,287.74622797328254
293.2342404180058,57.8242678291757
271.9082599089233,37.28609756396899
291.83375009255707,38.56335205033789
209.36224828183828,83.82333942700758
120.25545065981571,154.56413508450444
74.38423204970265,250.30775644591807
176.33591815365585,22.17835193745406
170.49917357621206,222.71748743870907
84.4523512087995,116.5722542957009
47.81790400827914,239.84039527646237
312.42725523263925,208.5612244799228
532.9320856576984,78.95360039526271
193.3636324317471,285.2641134590748
492.16369229001805,243.17644830650104
154.64982902600164,603.4958259923258
124.98551505372875,218.58328545497662
125.94815672774912,70.20196519537808
33.6672633960027,52.070750380936204
176.10651678956717,799.0521113146635
314.27436305253354,173.54155988386546
194.05325757358517,755.0402488890728
296.69758142551535,76.46742396815549
117.6399260539941,184.85770254586168
82.49098259909657,210.86896300132983
96.55233063093495,277.23548564477517
562.1907795280811,86.85644975119862
97.38442168231514,74.72074475850637
89.43217039516834,336.8037599113819
144.96364646097965,95.00213588032629
112.10635534280587,128.243707051243
734.7299145069385,715.0483557955341
459.37841747582627,48.0794738710428
588.0270533823634,81.8401235870514
91.33085533594932,57.17600465127018
550.7280092413409,415.4988683741607
193.54793172660175,271.08602704925096
201.3408784782196,61.265916081979285
420.95019406612903,599.7456010992063
81.68439102317498,307.1259961157836
57.26747331745953,86.87807560438523
177.417576990919,179.06216779676043
161.38124055569807,68.35996685639023
49.95057998248516,72.89594047540987
166.7995273273259,107.41102842609446
222.1323554966825,182.1019810493209
462.0944489566054,329.2643788707445
95.88140793023996,291.4814066851242
165.85716343970603,139.73826894976384
409.8767592684914,41.50156188715963
87.49255989137659,364.8951105114341
95.63569252019303,162.7567875328706
38.99626695021376,76.5189847103521
142.63535433366002,293.3141995574735
322.2397523556684,69.02904235206105
121.83601048641604,218.31600144648473
130.16582934955775,36.961142508851225
185.2050726959518,602.0674572580061
346.28560195350474,717.6793795616578
176.20249397250336,394.66792901789455
290.4142788736037,111.24615309838694
130.24046983174935,559.8627929234738
31.65959267863318,42.93258035195744
167.53753842702739,449.7029348287413
273.3648998597348,129.08033212129519
554.917937107478,49.42736253712251
76.37515290801497,81.9432153354268
151.50643244358056,343.0388987065338
131.8258214795681,106.16971047595896
116.76015929777716,175.91697837786637
365.2510056698072,188.26169853277494
232.9441149018673,144.08501311636928
452.66696581100445,233.9672030333736
144.3715352115709,290.18198389232793
193.97719136174874,32.2136604710624
158.87268856356044,112.73581623810765
77.62778345187165,72.04476664208076
88.33590179263555,80.66743213284263
55.551530897796205,104.58623166391145
242.7076216404746,134.37869700437722
86.52799199543156,82.00807759280632
342.2669871419406,211.55327778894767
227.64969120066633,58.388770036930694
42.159062877302986,205.44272428839201
288.8566550678221,204.29999400043627
70.6268581589874,215.27803939208954
363.2631581026102,89.5905894532396
76.24164459593503,277.00984946772564
387.5132441809398,211.96958096981388
722.8938052434493,190.56158079804777
222.58491810001397,446.40940313755164
76.20014750600481,104.35323447725068
252.80913499228615,132.75904530543323
273.7422182147834,103.0110214642062
952.632492538679,91.44346986995473
62.6090559412356,175.67949155639272
299.69005473412744,257.44173515797917
68.55983383126913,297.7259314854243
116.40567440573005,329.2713539867118
286.9644972918187,113.46549103544048
59.25864960709273,237.26684452735878
133.99981423663112,474.16990948389184
224.72873273852562,415.6266164995542
312.45351200828287,160.21210281090387
84.45412249557201,163.28094305855547
193.3654327657991,158.37067632601872
31.118490418899043,259.0967562324216
181.17880011880428,52.992305595878875
391.1674550104504,103.38218541285931
143.60388643057436,70.23056912104536
457.2387269958408,149.85716114926046
363.2461067514284,60.85154938723118
493.9235780813148,172.00213444232182
149.75782834017681,247.3936038776108
63.90542293106806,182.7073817228865
211.28452780221198,116.6275678556607
221.4239870787704,289.5442789803753
67.72039927647282,294.74897614455523
126.7228220299376,242.71936432586887
379.747448155156,121.20230723218988
75.93324448118078,43.902011488081044
74.84636219850498,86.78343567197594
477.0456696696921,400.8219654276386
204.58405408352695,67.24085167054844
78.1902077555632,43.81452531705111
374.14200441910043,579.3972905874487
169.4641301612809,319.27158482543365
49.79991552283252,404.1664165921384
95.53679732355614,146.764664950683
94.67557907297596,85.57906231500928
87.03924297525812,265.5718270208348
72.84031500507976,190.62646716040962
63.42937859790281,211.71923503593246
41.26174357054201,30.58510601307235
92.32093655322544,27.673326731738875
217.22710686301122,438.67218168636623
248.66275040380097,531.2795393392981
151.0815805306129,271.0184604816736
65.25475156474563,385.21335522589965
150.32712955372978,28.00673824527734
526.3848546704862,266.07965969512986
113.08356753569535,76.40308143181011
708.1939654788114,225.36720821832418
109.74767017630383,248.45119429425384
116.27192192261857,731.1282195690295
155.2198408499252,115.34150155346923
144.0164851045454,61.91469619574094
302.0660904391757,737.0892157769888
230.31611545742467,507.83486671496723
111.10558067481129,104.55837551169985
20.201874765588926,115.41891506132605
90.04600222091554,413.8404377950198
65.53493143602195,321.0374341447039
156.98926857339734,24.016865044277612
97.11971308765546,171.25519495683187
331.8362127189452,391.6273528228241
304.9890807995029,90.0726519619239
234.957241021189,120.65411457247626
204.95572496175797,383.6980201768398
42.20852832331363,409.97821777107134
80.86423238052538,60.5383631316182
82.94078719195848,73.85318294324541
73.35422236444931,97.26573843230413
142.79849451405062,100.11300446168255
38.63987300052745,82.26229569453092
224.99685467678933,192.4382965038258
66.92108337157477,66.44531967859591
106.17580778645119,407.30075457738275
253.4015211060093,122.62353147770493
25.068065026862826,41.08862218030685
60.463755431443936,188.54536967872787
366.8144565587714,180.17076620267372
202.0477566523635,79.7558408812114
219.53374931892628,933.6465572103401
299.21920359542423,160.57573442656312
253.08219612380879,107.56251670575675
59.58960649619888,193.66358116775191
162.28383812106927,516.9950780983252
161.68103274038324,70.14234185995092
275.410612989347,132.4116294577519
111.8839166660708,39.00491206847704
254.9446326576606,60.24458926703465
62.05417646514087,368.0774277482439
84.99369287958861,463.7202358829779
94.51884109537342,82.19634589957147
141.03639938185069,55.48673516494797
719.2216660661411,224.007744074877
83.77850428278413,111.89368636454884
432.4095840632026,336.3444952988458
281.34863494210265,441.8601242510625
164.46134272763987,148.921587097922
295.5293919893959,747.0743354806109
131.0520382795909,446.5079894231624
717.3412874795124,303.66290378757276
58.151562127956154,231.6151449153798
119.96027706181567,337.2845943731462
114.58163018516483,252.3824575705999
75.86024918321233,19.553558897608443
329.9533617848189,76.25069211061958
286.2318825891256,62.7532213015698
591.0610020304359,222.0294044812008
117.26355213374346,181.80407616373515
143.62663723713283,133.9842221003854
158.21812364609727,280.09804653868355
31.862726962730928,148.21792290692514
556.625287864594,160.4650903668569
141.37676188744103,86.04415385073229
63.04917329451428,164.43870260880124
60.99343898132972,43.969070408964754
37.50297273737892,139.51545263124794
450.91471194663893,58.00432549361744
828.056805329056,159.2017027652995
177.9146186709767,104.7371812019997
153.71049168986045,535.1547613530969
67.17615040258408,350.29068230617423
301.6055732346797,89.53721724211324
473.1201054624481,219.22783556765188
192.69987244052533,144.10591617910296
468.83334439237103,61.22908635122393
61.741067394792175,148.62763057635908
57.90382203533143,246.95504520442208
76.64870731273513,241.565199714398
162.5611257405776,53.15048627111388
88.80121269511619,85.19873830879482
193.75953033273979,168.77849302458975
40.80190926593647,61.35750156726334
151.09951150646836,148.7068239646343
92.04631201409624,241.97669611454913
92.91641465097523,351.81916950352536
205.09108719547305,347.83600129583425
60.000501867523845,337.18702020852095
415.30661419915543,233.3773750414299
27.189007877877696,39.27184591525564
321.43483483192693,326.15926082486874
131.43526029846066,304.36364120696066
260.0613785055586,51.9908559786213
82.88281761052085,139.22162692013512
254.30776686693216,120.29141765775589
382.7276809653681,327.8321097708599
191.97543803612393,264.84480988175744
156.66224503637974,107.42953479582467
642.3507053795828,397.2824603863347
188.33104146963464,351.4980670439239
475.67682676530046,97.18585241085164
111.61306485165409,211.55818636599892
498.3602923012734,416.59833274707285
155.76724735003245,136.7375659577937
371.7728745736575,144.47653990834073
204.6325071330344,66.4639552961084
65.47930985850546,254.2093577573557
256.7886076218498,279.2429545893591
170.12053047904982,382.7419993441542
385.5446465334592,141.9717580747386
40.49840496098439,112.17136258930248
116.07310233400165,188.1673776309093
243.5012572315428,204.3538215822641
261.3294173913188,215.15313081881092
838.1888357092462,349.2743513917447
91.3299988100344,73.56871881895192
54.044987033889875,268.4929385038401
107.88383923010888,193.70800329763043
299.04313858986666,155.07988348087517
43.53913117107955,129.32516140245
126.59841999127596,171.49560771883682
191.60745013379434,166.80179595552153
160.31741794527647,232.73827010187085
85.9160736371003,82.96654919126483
362.8596937258152,135.71696153848487
150.44906279622165,63.810129886486315
409.9870872850027,319.2252882530159
254.49487818986623,155.3770501780815
414.2001084322966,252.25137584521246
90.62996111037353,336.3334350263475
63.70274495403728,174.87141043666566
47.50096687822758,125.45016842748898
60.01463878695294,106.38770514588116
63.69896107181,388.2844760740675
109.27347192882975,514.3900975847347
120.59480589093755,138.2222556395356
177.7408516687587,90.76316213429249
186.33512838069015,45.51583782954457
197.53216181694938,399.59131972940395
193.48435141660354,293.8843831540766
195.8977149431701,229.0134797436457
251.67565992632788,147.71187109225036
38.490579626933815,120.34416381032355
103.03286171207975,129.80545819463705
112.22777930016271,242.2669639760766
400.3758735235511,75.99757710676974
174.06418562274553,243.22474967985545
288.82289854662844,637.2856338611494
173.37800811112822,143.70605660329383
656.0077490932496,135.1030345181714
255.97629699530265,202.17574098896728
41.14175603166573,121.97539694420595
364.72422255825023,107.52022590736762
128.65502893847912,329.79318529969396
136.09817880258825,83.03551188083378
570.9179725409521,460.5719585717939
143.329457171543,50.05372316504338
843.6124600664992,187.71007135174546
122.20285667867599,93.262250021536
91.77045789727109,274.9925471774713
132.9178481042682,28.97091597923178
190.02839392391786,255.35770550101515
97.98647586611219,91.67164848581004
443.44498224502274,119.6329591108558
82.90129133906174,618.9178684649513
82.51763274421289,176.1578319629801
355.0593399831192,248.0723569197014
236.27973653206615,602.8158011502643
101.33789762166718,131.42112703572684
176.4563038053175,353.0656920165053
141.4449147577318,184.39763486934163
242.39195116337947,822.6423925508619
368.64262574441,80.79673656737926
159.72309684137988,75.20030745196114
259.1463401915465,414.42352801989296
43.30770934230358,153.3252072713343
55.389429933877274,215.42734688799172
505.4469905160742,363.8117185702356
468.4339967254975,133.24457559503776
68.93217180096691,275.0898091113556
354.36092890613145,175.32301087380358
86.23289896356991,418.23024155764216
405.1258449844968,40.77356431275889
355.3553770741958,89.21672885575425
260.9184152674643,207.38541853163218
276.69165742461433,110.73834512708767
229.0314670744735,74.89320815739622
175.25321481711572,126.58588837940653
251.16172020868737,143.79848321707186
43.272914745098674,173.37506619004628
503.90852368518745,244.02395808544182
30.441912849539154,220.87595457350724
299.46274915706584,96.08074382930786
198.96017791117768,51.36337682551474
101.01540269758654,340.9367090870413
93.86200684130714,145.71044486379247
75.52421688841912,669.7348212668214
165.8880509018946,194.4687882438959
121.64107069276933,241.07049997665587
530.5953607444912,202.84438328857345
65.67539494544985,179.78770582941561
139.53285925895548,201.20280676677223
404.31996992024085,37.48056680018952
155.1528210339954,154.42788153114023
132.10552915490692,61.444324729834484
35.17075611427561,171.86863814928802
407.48017728313823,168.51093662605066
81.47848504388662,167.34445286104202
61.49075931579013,124.80185057114771
101.07849944778158,257.24168091566725
82.68293651557832,317.9596983259888
140.77165754256478,179.9838520887105
67.28712047724005,78.42602742182572
452.91255045951647,274.3238645778267
391.6814807911581,45.80422288675476
100.32543948492861,69.17714400560571
101.86362578062646,75.09046902298024
249.67308290353975,34.457596667994956
142.58997642966202,213.7774408517504
146.73686059972368,251.53734158346
59.81013344638499,65.14599662047459
249.6397213048882,622.6412973117516
75.50617052701713,141.09930678159145
57.82355000494962,149.48019110964484
403.19147268459693,358.176946724401
480.6258191544999,437.2061636488638
542.0519964402793,139.83294194431062
78.74288217654083,115.87918782184511
52.999215360844595,83.24690260473798
230.4821895684986,22.957806358656732
1049.4034848929139,105.86521318826117
124.21334841658887,658.3592121329326
199.3951093467286,34.93331908442872
530.6015578718907,113.97859327416897
127.1920873500367,63.72479723873313
304.408164946695,113.58448917513131
42.47268612171268,327.11225286086443
341.94722888064734,124.66690657307501
106.12550845139626,298.7798202475773
56.77173916187783,106.45605505243171
144.17855710222506,473.2346969733246
183.53924271082923,312.2963917963761
50.27562147077928,536.4541312886347
155.97159962161982,359.4844216342321
117.43800400473184,69.29922161792295
396.4305871002904,67.78625476021158
224.62921277425818,204.31318493135183
85.75804589351176,224.2433431067658
220.09825572176973,568.2690394010742
109.89604805338625,244.1195180286016
119.87955568473102,93.91836207402211
328.7485897532056,163.93243526595316
214.5589169847967,311.85845863760045
85.66390760538509,55.44607191643614
69.53210146931308,141.7696031721728
80.88063960285487,175.21627737839063
483.6878535768913,233.0811103217638
161.47209632885182,83.28526743159128
251.56696834460976,469.9065894705372
49.71442205541889,256.77432547033146
611.6086230727905,342.99974384425934
258.76624869653955,41.70112451082371
703.7275443201362,116.31312571855155
213.45719161468057,45.66594019670136
228.23078014267236,164.62493878952662
169.30859155900293,166.38070529594165
113.09919489132751,318.7919017763422
201.85219682715763,252.93214627486878
109.74252566541911,201.14415979376022
254.46245516273436,266.9407537007812
126.26517197441015,99.50636833697038
60.23307457513839,403.1442652497682
134.75386877872546,170.39525944157572
202.84837068404383,107.83303785290535
129.94778889719285,166.91111703475357
570.4035989189218,342.0830576233704
367.00929335990304,135.7980224930022
37.75790445134332,251.77766207541194
68.17795462729956,459.16048658279624
285.8057791043768,153.12525819004776
373.9180032015522,69.88989077003518
210.65519235761695,148.22567281851448
28.036501917400315,165.0783883566548
409.50205227888284,162.30240029170886
513.1895424579819,374.3821542848994
213.2202611543472,185.03008581190636
156.6862464965628,143.20787697836022
206.13300861804532,54.031959634953225
157.51403256409546,103.04018020046388
160.63851753945318,373.95072704907415
382.04925309822863,478.6448891892997
149.2977878391143,52.35268100746305
263.10786209231975,55.52253724688767
452.33291817207976,156.3989231185014
547.2321359608165,124.66752039629223
55.23303296244483,267.13583485183455
128.8623923928075,68.67477399849287
49.93763563285657,289.52519153628816
119.84499009348836,245.18121359888445
193.66398912278575,111.69183684265354
116.88213861515658,71.90471411799874
74.34590921161708,64.38308720275995
37.743761217618015,229.47414201386212
111.24879092353777,292.13440930919177
120.52875808309784,50.6457093612476
94.24848352218724,123.7237888728352
112.69396120879993,344.64248785631963
59.75164102354526,89.26173714544801
217.46623704986064,436.84253062081046
84.65496111282901,175.41353949337488
202.69017808751408,65.36810297647357
148.84873218625145,237.01107982098523
84.92652676621832,109.34802761678682
270.3755436550778,100.58822972422547
78.36851762357307,158.86231552492148
67.71930180245259,144.07896855210092
392.29356766546334,194.40109678149346
81.16881950906955,103.73818121474723
176.3527969590666,56.48221534572988
184.73620671612713,198.18121558801062
171.70130292513605,96.34456667045875
341.7399621501329,444.66664694869695
67.49502105481649,292.3765855699973
497.58538810362137,401.9704912903558
77.61859383076349,57.54185517418454
85.86402133200541,269.2360457458806
314.3820919084427,309.98353511411125
116.91320159791324,165.2249622189484
140.26008016952707,63.81527397942223
125.26378580856729,65.32273998537012
133.51149793417503,142.57265123572805
131.6076754824997,53.79506605126
171.00368038761368,139.40528465791203
45.151135958852166,409.00474569991417
239.81540892568367,787.0137221443604
208.24997212924436,235.27681604558916
226.5558717450895,374.01865836672295
427.67212247654834,54.28375006203979
163.89169321772908,30.79086421492414
345.1164556551602,172.55319985404736
145.21316101479417,208.15952368350565
168.15564502116322,307.47991696180065
351.13456401140047,147.49345619282403
66.8655384342861,70.14703885977951
189.02757589442413,79.67844607415472
66.51982929640992,67.24646823214005
68.67903105773604,159.5218717754171
340.1764376812947,250.7270497246723
260.25310421478156,222.474198528399
109.40980638008718,166.7330296090507
194.8320878308908,85.14940743088778
390.8579557946536,73.64451863588815
